STOPNUM,LINE,DIR,STOPNAME,LAT,LONG,geometry
10638,258,S,Fremont / Maple,34.101346,-118.152235,POINT (-118.152235 34.101346)
10640,460,E,Fullerton Park and Ride,33.858624,-117.978804,POINT (-117.978804 33.858624)
10640,460,W,Fullerton Park and Ride,33.858624,-117.978804,POINT (-117.978804 33.858624)
10643,110,W,Gage / Salt Lake,33.979976,-118.204143,POINT (-118.204143 33.979976)
10644,267,N,Allen / Corson,34.151728,-118.113001,POINT (-118.113001 34.151728)
10645,110,W,Gage / Atlantic,33.978179,-118.187257,POINT (-118.187257 33.978179)
10646,110,W,Gage / Bear,33.979284,-118.197577,POINT (-118.197577 33.979284)
10647,70,E,Cesar E Chavez / Gage,34.040398,-118.184379,POINT (-118.184379 34.040398)
10648,110,W,Gage / Colmar,33.974949,-118.157266,POINT (-118.157266 33.974949)
10649,110,W,Gage / Darwell,33.974261,-118.150018,POINT (-118.150018 33.974261)
10650,110,W,Gage / Eastern,33.975671,-118.163976,POINT (-118.163976 33.975671)
10651,110,W,Gage / El Selinda,33.975215,-118.159898,POINT (-118.159898 33.975215)
10652,110,W,Gage / Heliotrope,33.977464,-118.180527,POINT (-118.180527 33.977464)
10653,110,W,Gage / Hollenbeck,33.980301,-118.207145,POINT (-118.207145 33.980301)
10654,110,W,Gage / Walker,33.97671,-118.173638,POINT (-118.173638 33.97671)
10655,110,W,Gage / Hood,33.980539,-118.209303,POINT (-118.209303 33.980539)
10656,110,W,Gage / Jaboneria,33.97457,-118.152948,POINT (-118.152948 33.97457)
10657,110,W,Gage / Malabar,33.981773,-118.227573,POINT (-118.227573 33.981773)
10658,110,W,Gage / Marconi,33.981242,-118.215931,POINT (-118.215931 33.981242)
10659,110,W,Gage / California,33.979706,-118.201645,POINT (-118.201645 33.979706)
10660,267,N,Allen / Villa,34.154124,-118.112994,POINT (-118.112994 34.154124)
10661,110,W,Gage / Otis,33.97877,-118.192764,POINT (-118.192764 33.97877)
10663,110,W,Gage / Pacific,33.981772,-118.224971,POINT (-118.224971 33.981772)
10664,110,W,Gage / Prospect,33.977765,-118.183463,POINT (-118.183463 33.977765)
10665,110,W,Gage / Santa Fe,33.981773,-118.230591,POINT (-118.230591 33.981773)
10666,110,W,Gage / Seville,33.981769,-118.222401,POINT (-118.222401 33.981769)
10667,110,W,Gage / State,33.980858,-118.212325,POINT (-118.212325 33.980858)
10696,18,W,Garfield / Flotilla,34.005974,-118.131195,POINT (-118.131195 34.005974)
10696,66,W,Garfield / Flotilla,34.005974,-118.131195,POINT (-118.131195 34.005974)
10707,70,W,Garvey / Chico,34.062848,-118.059829,POINT (-118.059829 34.062848)
10708,70,W,Garvey / Delta,34.062788,-118.086163,POINT (-118.086163 34.062788)
10709,106,S,Garvey / Hitchcock,34.062146,-118.140756,POINT (-118.140756 34.062146)
10710,70,W,Garvey / Huntington,34.062613,-118.125797,POINT (-118.125797 34.062613)
10711,70,W,Garvey / Kelburn,34.06277,-118.094844,POINT (-118.094844 34.06277)
10712,70,W,Garvey / Del Mar,34.062752,-118.099799,POINT (-118.099799 34.062752)
10713,70,W,Garvey / Jackson,34.062725,-118.103553,POINT (-118.103553 34.062725)
10714,287,S,Garvey / Muscatel,34.062788,-118.077444,POINT (-118.077444 34.062788)
10714,70,W,Garvey / Muscatel,34.062788,-118.077444,POINT (-118.077444 34.062788)
10715,287,S,Garvey / Rosemead Pl,34.062807,-118.073042,POINT (-118.073042 34.062807)
10716,70,W,Garvey / San Gabriel,34.06277,-118.090825,POINT (-118.090825 34.06277)
10717,70,W,Garvey / Santa Anita,34.062907,-118.042796,POINT (-118.042796 34.062907)
10718,70,W,Garvey / Walnut Grove,34.062771,-118.082205,POINT (-118.082205 34.062771)
10726,602,W,Gayley / Landfair,34.065495,-118.44766,POINT (-118.44766 34.065495)
10727,602,W,Gayley / Landfair,34.070676,-118.453159,POINT (-118.453159 34.070676)
10728,602,W,Gayley / Strathmore,34.068823,-118.449038,POINT (-118.449038 34.068823)
10729,602,W,Gayley / Veteran,34.070478,-118.454809,POINT (-118.454809 34.070478)
10733,92,N,Glendale / Farwell,34.105175,-118.259635,POINT (-118.259635 34.105175)
10733,96,N,Glendale / Farwell,34.105175,-118.259635,POINT (-118.259635 34.105175)
10734,92,S,Glendale / Fletcher,34.104599,-118.259388,POINT (-118.259388 34.104599)
10736,92,S,Glendale / Reservoir,34.07784,-118.260712,POINT (-118.260712 34.07784)
10737,92,S,Glendale / Apex,34.095044,-118.259369,POINT (-118.259369 34.095044)
10738,92,N,Glendale / Atwater,34.11876,-118.259802,POINT (-118.259802 34.11876)
10739,92,S,Glendale / Berkeley,34.0837,-118.260156,POINT (-118.260156 34.0837)
10739,603,S,Glendale / Berkeley,34.0837,-118.260156,POINT (-118.260156 34.0837)
10740,92,S,Glendale / Branden,34.08813,-118.259648,POINT (-118.259648 34.08813)
10740,603,S,Glendale / Branden,34.08813,-118.259648,POINT (-118.259648 34.08813)
10742,92,S,Glendale / Deane,34.098419,-118.259379,POINT (-118.259379 34.098419)
10744,92,S,Glendale / Effie,34.085992,-118.260031,POINT (-118.260031 34.085992)
10744,603,S,Glendale / Effie,34.085992,-118.260031,POINT (-118.260031 34.085992)
10745,92,S,Glendale / Fargo,34.092199,-118.258825,POINT (-118.258825 34.092199)
10746,92,S,Glendale / Glenfeliz,34.116294,-118.26297,POINT (-118.26297 34.116294)
10747,92,S,Glendale / Montana,34.080001,-118.260319,POINT (-118.260319 34.080001)
10748,92,N,Glendale / Park,34.076561,-118.261078,POINT (-118.261078 34.076561)
10749,92,N,Glendale / Silver Lake,34.100607,-118.259069,POINT (-118.259069 34.100607)
10750,92,S,Glendale / Revere,34.120098,-118.258779,POINT (-118.258779 34.120098)
10751,92,S,Glendale / Riverside,34.111371,-118.26528,POINT (-118.26528 34.111371)
10752,92,S,Glendale / Santa Ynez,34.074535,-118.261788,POINT (-118.261788 34.074535)
10753,92,S,Glendale / Scott,34.08163,-118.260215,POINT (-118.260215 34.08163)
10754,92,S,Glendale / Silver Lake,34.100537,-118.259373,POINT (-118.259373 34.100537)
10755,92,S,Glendale / Waverly,34.108186,-118.2638,POINT (-118.2638 34.108186)
10755,96,S,Glendale / Waverly,34.108186,-118.2638,POINT (-118.2638 34.108186)
10757,92,S,Glenoaks / Gain,34.26894,-118.406795,POINT (-118.406795 34.26894)
10758,222,N,Tuxford / Glenoaks,34.234448,-118.371649,POINT (-118.371649 34.234448)
10760,92,S,Glenoaks / Cabrini,34.209015,-118.344213,POINT (-118.344213 34.209015)
10761,92,N,Glenoaks / Shadyspring,34.211167,-118.345988,POINT (-118.345988 34.211167)
10763,92,S,9585 Glenoaks,34.24332,-118.380834,POINT (-118.380834 34.24332)
10764,92,S,Glenoaks / Arroyo,34.28532,-118.424206,POINT (-118.424206 34.28532)
10765,242,N,Tampa / Business Center,34.23113,-118.553408,POINT (-118.553408 34.23113)
10766,92,N,Glenoaks / Branford,34.255363,-118.393174,POINT (-118.393174 34.255363)
10768,92,S,Glenoaks / Cohasset,34.206517,-118.341431,POINT (-118.341431 34.206517)
10769,92,S,Glenoaks / Filmore,34.276688,-118.415045,POINT (-118.415045 34.276688)
10770,92,S,Glenoaks / Griswold,34.288608,-118.427698,POINT (-118.427698 34.288608)
10771,92,S,Glenoaks / Harding,34.293744,-118.433135,POINT (-118.433135 34.293744)
10772,92,S,Glenoaks / Hollywood Way,34.213048,-118.348453,POINT (-118.348453 34.213048)
10772,222,S,Glenoaks / Hollywood Way,34.213048,-118.348453,POINT (-118.348453 34.213048)
10773,92,S,Glenoaks / Lanark,34.218397,-118.354668,POINT (-118.354668 34.218397)
10773,222,S,Glenoaks / Lanark,34.218397,-118.354668,POINT (-118.354668 34.218397)
10775,92,S,Glenoaks / Montague,34.258799,-118.396205,POINT (-118.396205 34.258799)
10775,166,E,Glenoaks / Montague,34.258799,-118.396205,POINT (-118.396205 34.258799)
10777,92,S,Glenoaks / Brand,34.289964,-118.429122,POINT (-118.429122 34.289964)
10778,92,S,Glenoaks / Maclay,34.291015,-118.430234,POINT (-118.430234 34.291015)
10779,92,S,Glenoaks / Nettleton,34.22502,-118.361967,POINT (-118.361967 34.22502)
10779,222,S,Glenoaks / Nettleton,34.22502,-118.361967,POINT (-118.361967 34.22502)
10780,92,S,Glenoaks / Orange Grove,34.296764,-118.436336,POINT (-118.436336 34.296764)
10781,242,S,Tampa / Business Center,34.230785,-118.553716,POINT (-118.553716 34.230785)
10782,92,S,Glenoaks / Osborne,34.26431,-118.401755,POINT (-118.401755 34.26431)
10784,92,N,Glenoaks / Pendleton,34.237491,-118.374247,POINT (-118.374247 34.237491)
10785,92,N,Glenoaks / Penrose,34.231541,-118.367971,POINT (-118.367971 34.231541)
10785,222,N,Glenoaks / Penrose,34.231541,-118.367971,POINT (-118.367971 34.231541)
10787,92,S,Glenoaks / Pierce,34.270733,-118.40875,POINT (-118.40875 34.270733)
10788,92,S,Glenoaks / Roscoe North Jog,34.222466,-118.359462,POINT (-118.359462 34.222466)
10788,222,S,Glenoaks / Roscoe North Jog,34.222466,-118.359462,POINT (-118.359462 34.222466)
10790,92,N,Glenoaks / Sheldon,34.24643,-118.383704,POINT (-118.383704 34.24643)
10791,92,S,Glenoaks / Sunland,34.230055,-118.366833,POINT (-118.366833 34.230055)
10791,222,S,Glenoaks / Sunland,34.230055,-118.366833,POINT (-118.366833 34.230055)
10792,92,N,Glenoaks / Truesdale,34.24941,-118.386865,POINT (-118.386865 34.24941)
10794,92,S,Glenoaks / Van Nuys,34.273715,-118.411903,POINT (-118.411903 34.273715)
10795,92,S,Glenoaks / Vaughn,34.282345,-118.421045,POINT (-118.421045 34.282345)
10796,92,S,Glenoaks / Vinedale,34.228831,-118.365649,POINT (-118.365649 34.228831)
10796,222,S,Glenoaks / Vinedale,34.228831,-118.365649,POINT (-118.365649 34.228831)
10801,237,W,Zelzah / Devonshire,34.2575,-118.52346,POINT (-118.52346 34.2575)
10802,78,W,Grand / Pico,34.039169,-118.264358,POINT (-118.264358 34.039169)
10802,76,W,Grand / Pico,34.039169,-118.264358,POINT (-118.264358 34.039169)
10802,14,S,Grand / Pico,34.039169,-118.264358,POINT (-118.264358 34.039169)
10809,14,S,Grand / Adams,34.02666,-118.272328,POINT (-118.272328 34.02666)
10809,35,S,Grand / Adams,34.02666,-118.272328,POINT (-118.272328 34.02666)
10816,108,W,Green Valley / Bristol,33.983733,-118.391192,POINT (-118.391192 33.983733)
10816,110,W,Green Valley / Bristol,33.983733,-118.391192,POINT (-118.391192 33.983733)
10817,108,W,Green Valley / Buckingham,33.982327,-118.386489,POINT (-118.386489 33.982327)
10823,202,S,Greenleaf / Gateway,33.881138,-118.220681,POINT (-118.220681 33.881138)
10825,62,N,Gridley / 187th,33.861796,-118.090756,POINT (-118.090756 33.861796)
10826,182,E,3621 Griffin,34.087039,-118.208747,POINT (-118.208747 34.087039)
10828,182,E,Griffin / Avenue 28,34.079392,-118.211977,POINT (-118.211977 34.079392)
10829,182,E,Griffin / Avenue 31,34.081087,-118.211998,POINT (-118.211998 34.081087)
10830,182,E,Griffin / Avenue 33,34.083238,-118.212083,POINT (-118.212083 34.083238)
10831,182,E,Griffin / Avenue 35,34.085433,-118.211339,POINT (-118.211339 34.085433)
10832,182,W,Griffin / Avenue 39,34.088585,-118.206462,POINT (-118.206462 34.088585)
10833,182,E,Griffin / Avenue 41,34.090447,-118.205327,POINT (-118.205327 34.090447)
10834,182,E,Griffin / Avenue 43,34.091814,-118.2043,POINT (-118.2043 34.091814)
10838,182,W,Saint George / Griffith Park,34.108848,-118.275113,POINT (-118.275113 34.108848)
10846,550,S,Harbor Transitway / Rosecrans,33.902028,-118.286828,POINT (-118.286828 33.902028)
10846,910,S,Harbor Transitway / Rosecrans,33.902028,-118.286828,POINT (-118.286828 33.902028)
10848,460,E,Harbor Transitway / 37th St / USC,34.017818,-118.280305,POINT (-118.280305 34.017818)
10848,910,S,Harbor Transitway / 37th St / USC,34.017818,-118.280305,POINT (-118.280305 34.017818)
10853,460,E,Harbor Transitway / Manchester,33.959639,-118.281034,POINT (-118.281034 33.959639)
10853,910,S,Harbor Transitway / Manchester,33.959639,-118.281034,POINT (-118.281034 33.959639)
10853,550,S,Harbor Transitway / Manchester,33.959639,-118.281034,POINT (-118.281034 33.959639)
10855,550,N,Harbor Transitway / Harbor Fwy Station,33.928729,-118.280821,POINT (-118.280821 33.928729)
10855,910,N,Harbor Transitway / Harbor Fwy Station,33.928729,-118.280821,POINT (-118.280821 33.928729)
10861,212,N,Highland / Hollywood,34.101173,-118.338821,POINT (-118.338821 34.101173)
10866,180,W,Harvey / Wilson,34.146264,-118.230103,POINT (-118.230103 34.146264)
10868,236,S,Haskell / San Fernando Mission,34.272142,-118.475854,POINT (-118.475854 34.272142)
10879,212,N,Hawthorn / Orange,34.10042,-118.341054,POINT (-118.341054 34.10042)
10879,212,S,Hawthorn / Orange,34.10042,-118.341054,POINT (-118.341054 34.10042)
10880,217,S,Hollywood / La Brea,34.101708,-118.345049,POINT (-118.345049 34.101708)
10888,344,S,Hawthorne / Eddinghill,33.773057,-118.392491,POINT (-118.392491 33.773057)
10890,344,N,Hawthorne / City Hall,33.745209,-118.40309,POINT (-118.40309 33.745209)
10891,344,N,Hawthorne / Ridgegate,33.778881,-118.391212,POINT (-118.391212 33.778881)
10894,344,S,Hawthorne / Los Verdes,33.755442,-118.396234,POINT (-118.396234 33.755442)
10898,40,S,Hawthorne / 118th,33.927053,-118.352743,POINT (-118.352743 33.927053)
10899,40,S,Hawthorne / 120th,33.92391,-118.352742,POINT (-118.352742 33.92391)
10900,40,S,Hawthorne / 132nd,33.91289,-118.3529,POINT (-118.3529 33.91289)
10901,40,S,Hawthorne / 135th,33.910074,-118.352885,POINT (-118.352885 33.910074)
10902,40,S,Hawthorne / 138th,33.906219,-118.352889,POINT (-118.352889 33.906219)
10903,40,S,Hawthorne / 147th,33.898,-118.35289,POINT (-118.35289 33.898)
10904,40,S,Hawthorne / 154th,33.890748,-118.35287,POINT (-118.35287 33.890748)
10905,40,S,Hawthorne / 162nd,33.883777,-118.352847,POINT (-118.352847 33.883777)
10906,40,S,Hawthorne / 166th,33.880378,-118.352856,POINT (-118.352856 33.880378)
10907,40,S,Hawthorne / 169th,33.877803,-118.352855,POINT (-118.352855 33.877803)
10908,40,S,Hawthorne / 171st,33.875418,-118.352848,POINT (-118.352848 33.875418)
10909,40,S,Hawthorne / 179th,33.868236,-118.352742,POINT (-118.352742 33.868236)
10909,211,S,Hawthorne / 179th,33.868236,-118.352742,POINT (-118.352742 33.868236)
10909,210,S,Hawthorne / 179th,33.868236,-118.352742,POINT (-118.352742 33.868236)
10910,40,S,Hawthorne / 182nd,33.865691,-118.352738,POINT (-118.352738 33.865691)
10910,344,S,Hawthorne / 182nd,33.865691,-118.352738,POINT (-118.352738 33.865691)
10910,211,S,Hawthorne / 182nd,33.865691,-118.352738,POINT (-118.352738 33.865691)
10910,210,S,Hawthorne / 182nd,33.865691,-118.352738,POINT (-118.352738 33.865691)
10912,344,S,Hawthorne / 190th,33.857931,-118.353829,POINT (-118.353829 33.857931)
10915,40,S,Hawthorne / Artesia,33.872283,-118.352842,POINT (-118.352842 33.872283)
10915,344,S,Hawthorne / Artesia,33.872283,-118.352842,POINT (-118.352842 33.872283)
10915,211,S,Hawthorne / Artesia,33.872283,-118.352842,POINT (-118.352842 33.872283)
10915,210,S,Hawthorne / Artesia,33.872283,-118.352842,POINT (-118.352842 33.872283)
10919,344,N,Hawthorne / Hawkhurst,33.781714,-118.3695,POINT (-118.3695 33.781714)
10920,40,S,Hawthorne / Broadway,33.920321,-118.352734,POINT (-118.352734 33.920321)
10922,267,S,Allen Station,34.152002,-118.113305,POINT (-118.113305 34.152002)
10923,344,S,Hawthorne / Carson,33.831211,-118.352698,POINT (-118.352698 33.831211)
10927,344,S,Hawthorne / Crest,33.7608,-118.393799,POINT (-118.393799 33.7608)
10928,344,S,Hawthorne / Del Amo,33.848324,-118.353883,POINT (-118.353883 33.848324)
10930,344,N,Hawthorne / Verde Ridge,33.769005,-118.391403,POINT (-118.391403 33.769005)
10931,344,N,Hawthorne / Dupre,33.752397,-118.395532,POINT (-118.395532 33.752397)
10932,40,S,Hawthorne / El Segundo,33.916688,-118.352722,POINT (-118.352722 33.916688)
10934,344,S,Hawthorne / Indian Peak,33.776829,-118.378063,POINT (-118.378063 33.776829)
10935,344,N,Hawthorne / Indian Valley,33.765748,-118.390706,POINT (-118.390706 33.765748)
10936,344,S,Hawthorne / Lomita,33.815649,-118.35127,POINT (-118.35127 33.815649)
10938,40,S,Hawthorne / Manhattan Beach,33.887597,-118.352857,POINT (-118.352857 33.887597)
10939,40,S,Hawthorne / Marine,33.894928,-118.352884,POINT (-118.352884 33.894928)
10940,344,S,Hawthorne / Palos Verdes Dr North,33.787823,-118.358374,POINT (-118.358374 33.787823)
10941,344,S,Hawthorne / Newton,33.799107,-118.351247,POINT (-118.351247 33.799107)
10942,344,S,Hawthorne / Ocean Crest,33.762918,-118.392318,POINT (-118.392318 33.762918)
10943,344,S,Hawthorne / Pacific Coast Highway,33.804768,-118.351264,POINT (-118.351264 33.804768)
10945,344,S,Hawthorne / Rolling Hills,33.794431,-118.349253,POINT (-118.349253 33.794431)
10946,40,S,Hawthorne / Rosecrans,33.901495,-118.352892,POINT (-118.352892 33.901495)
10947,344,S,Hawthorne / Sepulveda,33.825268,-118.351531,POINT (-118.351531 33.825268)
10948,344,S,Hawthorne / Silver Spur,33.776692,-118.375289,POINT (-118.375289 33.776692)
10950,344,S,Hawthorne / Skypark,33.811456,-118.351282,POINT (-118.351282 33.811456)
10953,344,S,Hawthorne / Torrance,33.837292,-118.353725,POINT (-118.353725 33.837292)
10954,344,S,Hawthorne / Vallon,33.748613,-118.394041,POINT (-118.394041 33.748613)
10956,169,W,Hayvenhurst / Valerio,34.204679,-118.494209,POINT (-118.494209 34.204679)
10975,224,S,Highland / Odin,34.11066,-118.336474,POINT (-118.336474 34.11066)
10977,2,W,Hilgard / Sunset,34.078001,-118.439296,POINT (-118.439296 34.078001)
10977,761,S,Hilgard / Sunset,34.078001,-118.439296,POINT (-118.439296 34.078001)
10977,233,S,Hilgard / Sunset,34.078001,-118.439296,POINT (-118.439296 34.078001)
10979,2,W,Hilgard / Manning,34.066924,-118.439535,POINT (-118.439535 34.066924)
10984,2,E,Hilgard / Westholme,34.069443,-118.438855,POINT (-118.438855 34.069443)
10984,761,N,Hilgard / Westholme,34.069443,-118.438855,POINT (-118.438855 34.069443)
10984,233,N,Hilgard / Westholme,34.069443,-118.438855,POINT (-118.438855 34.069443)
10985,2,W,Hilgard / Westholme,34.069373,-118.439112,POINT (-118.439112 34.069373)
10985,761,S,Hilgard / Westholme,34.069373,-118.439112,POINT (-118.439112 34.069373)
10985,233,S,Hilgard / Westholme,34.069373,-118.439112,POINT (-118.439112 34.069373)
10988,2,W,Hilgard / Wyton,34.074189,-118.43808,POINT (-118.43808 34.074189)
10989,287,N,San Gabriel / Celito,34.047603,-118.090334,POINT (-118.090334 34.047603)
10993,256,S,Melrose / Colorado,34.140647,-118.177879,POINT (-118.177879 34.140647)
10994,910,S,Harbor Transitway / Slauson,33.988866,-118.280733,POINT (-118.280733 33.988866)
10994,550,S,Harbor Transitway / Slauson,33.988866,-118.280733,POINT (-118.280733 33.988866)
10994,460,E,Harbor Transitway / Slauson,33.988866,-118.280733,POINT (-118.280733 33.988866)
10995,2,E,Alvarado / Hollywood Fwy,34.072276,-118.266909,POINT (-118.266909 34.072276)
10997,16,E,Holloway / Hancock,34.09053,-118.381622,POINT (-118.381622 34.09053)
10997,105,S,Holloway / Hancock,34.09053,-118.381622,POINT (-118.381622 34.09053)
10998,105,S,Holloway / La Cienega,34.090546,-118.376489,POINT (-118.376489 34.090546)
10998,16,E,Holloway / La Cienega,34.090546,-118.376489,POINT (-118.376489 34.090546)
10999,256,S,Avenue 64 / La Loma,34.130756,-118.177154,POINT (-118.177154 34.130756)
11001,256,S,Avenue 64 / Burleigh,34.12705,-118.176584,POINT (-118.176584 34.12705)
11004,256,S,Avenue 64 / Church,34.124947,-118.176834,POINT (-118.176834 34.124947)
11006,256,S,Avenue 64 / Elder,34.121957,-118.177267,POINT (-118.177267 34.121957)
11008,256,S,Avenue 64 / Meridian,34.119919,-118.178393,POINT (-118.178393 34.119919)
11009,256,S,Avenue 64 / Crescent,34.117364,-118.179874,POINT (-118.179874 34.117364)
11010,180,E,Hollywood / Vine Station,34.100218,-118.325614,POINT (-118.325614 34.100218)
11010,222,S,Hollywood / Vine Station,34.100218,-118.325614,POINT (-118.325614 34.100218)
11010,222,N,Hollywood / Vine Station,34.100218,-118.325614,POINT (-118.325614 34.100218)
11010,180,W,Hollywood / Vine Station,34.100218,-118.325614,POINT (-118.325614 34.100218)
11011,180,W,Hollywood / Bronson,34.101815,-118.318247,POINT (-118.318247 34.101815)
11011,217,S,Hollywood / Bronson,34.101815,-118.318247,POINT (-118.318247 34.101815)
11012,217,S,Hollywood / Cahuenga,34.101738,-118.329286,POINT (-118.329286 34.101738)
11013,217,S,Hollywood / Curson,34.101795,-118.35486,POINT (-118.35486 34.101795)
11014,217,S,Hollywood / Edgemont,34.101895,-118.296363,POINT (-118.296363 34.101895)
11014,206,S,Hollywood / Edgemont,34.101895,-118.296363,POINT (-118.296363 34.101895)
11014,180,W,Hollywood / Edgemont,34.101895,-118.296363,POINT (-118.296363 34.101895)
11015,217,S,Hollywood / Fuller,34.10175,-118.348769,POINT (-118.348769 34.10175)
11016,217,S,Hollywood / Gardner,34.10178,-118.352674,POINT (-118.352674 34.10178)
11017,180,W,Hollywood / Gower,34.101785,-118.322198,POINT (-118.322198 34.101785)
11017,217,S,Hollywood / Gower,34.101785,-118.322198,POINT (-118.322198 34.101785)
11018,180,W,Hollywood / Harvard,34.101879,-118.304846,POINT (-118.304846 34.101879)
11018,217,S,Hollywood / Harvard,34.101879,-118.304846,POINT (-118.304846 34.101879)
11022,217,N,Hollywood / La Brea,34.10146,-118.345385,POINT (-118.345385 34.10146)
11023,217,S,Hollywood / Las Palmas,34.101703,-118.335962,POINT (-118.335962 34.101703)
11027,212,S,Hollywood / Sycamore,34.101686,-118.343147,POINT (-118.343147 34.101686)
11027,217,S,Hollywood / Sycamore,34.101686,-118.343147,POINT (-118.343147 34.101686)
11028,180,W,Hollywood / Western,34.101863,-118.309015,POINT (-118.309015 34.101863)
11028,217,S,Hollywood / Western,34.101863,-118.309015,POINT (-118.309015 34.101863)
11029,217,S,Hollywood / Wilcox,34.101729,-118.330865,POINT (-118.330865 34.101729)
11030,180,W,Hollywood / Wilton,34.101835,-118.313464,POINT (-118.313464 34.101835)
11030,217,S,Hollywood / Wilton,34.101835,-118.313464,POINT (-118.313464 34.101835)
11030,207,N,Hollywood / Wilton,34.101835,-118.313464,POINT (-118.313464 34.101835)
11031,217,S,Hollywood / Nichols Canyon,34.101831,-118.358375,POINT (-118.358375 34.101831)
11034,217,S,Hollywood / Whitley,34.101714,-118.333158,POINT (-118.333158 34.101714)
11036,169,E,Hollywood Way / Tulare,34.20275,-118.34893,POINT (-118.34893 34.20275)
11036,294,S,Hollywood Way / Tulare,34.20275,-118.34893,POINT (-118.34893 34.20275)
11036,222,S,Hollywood Way / Tulare,34.20275,-118.34893,POINT (-118.34893 34.20275)
11037,222,N,Hollywood Way / Clark,34.16436,-118.345087,POINT (-118.345087 34.16436)
11039,222,S,Hollywood Way / Magnolia,34.16758,-118.346984,POINT (-118.346984 34.16758)
11043,110,W,Holmes / 66th,33.979342,-118.241258,POINT (-118.241258 33.979342)
11046,102,W,Florence / Holmes,33.974861,-118.240896,POINT (-118.240896 33.974861)
11046,611,C,Florence / Holmes,33.974861,-118.240896,POINT (-118.240896 33.974861)
11046,111,W,Florence / Holmes,33.974861,-118.240896,POINT (-118.240896 33.974861)
11047,110,W,Holmes / Gage,33.981749,-118.241265,POINT (-118.241265 33.981749)
11061,10,W,Hoover / Plata,34.078595,-118.2843,POINT (-118.2843 34.078595)
11062,236,N,Hubbard / Frank Modugno,34.291863,-118.447947,POINT (-118.447947 34.291863)
11062,92,N,Hubbard / Frank Modugno,34.291863,-118.447947,POINT (-118.447947 34.291863)
11063,92,N,Hubbard / Bradley,34.294043,-118.445492,POINT (-118.445492 34.294043)
11063,236,N,Hubbard / Bradley,34.294043,-118.445492,POINT (-118.445492 34.294043)
11065,92,S,Hubbard / Glenoaks,34.299325,-118.439236,POINT (-118.439236 34.299325)
11066,236,S,Hubbard / Herrick,34.296665,-118.442225,POINT (-118.442225 34.296665)
11066,92,S,Hubbard / Herrick,34.296665,-118.442225,POINT (-118.442225 34.296665)
11067,78,W,Huntington / El Sereno,34.08623,-118.17877,POINT (-118.17877 34.08623)
11067,665,N,Huntington / El Sereno,34.08623,-118.17877,POINT (-118.17877 34.08623)
11067,179,W,Huntington / El Sereno,34.08623,-118.17877,POINT (-118.17877 34.08623)
11069,179,W,Huntington / Garfield,34.10645,-118.135681,POINT (-118.135681 34.10645)
11069,260,N,Huntington / Garfield,34.10645,-118.135681,POINT (-118.135681 34.10645)
11072,258,S,Fremont / Huntington,34.103061,-118.152393,POINT (-118.152393 34.103061)
11073,78,W,Huntington / Lifur,34.08988,-118.167463,POINT (-118.167463 34.08988)
11073,179,W,Huntington / Lifur,34.08988,-118.167463,POINT (-118.167463 34.08988)
11074,179,W,Huntington / Methodist Hospital,34.134799,-118.042704,POINT (-118.042704 34.134799)
11075,78,W,Huntington / Poplar,34.09109,-118.164273,POINT (-118.164273 34.09109)
11075,179,W,Huntington / Poplar,34.09109,-118.164273,POINT (-118.164273 34.09109)
11079,179,W,Huntington / Cambridge,34.119594,-118.112885,POINT (-118.112885 34.119594)
11081,179,W,Huntington / Court,34.105197,-118.137763,POINT (-118.137763 34.105197)
11081,260,N,Huntington / Court,34.105197,-118.137763,POINT (-118.137763 34.105197)
11083,179,W,Huntington / El Campo,34.127844,-118.08852,POINT (-118.08852 34.127844)
11084,179,W,Huntington / El Molino,34.109943,-118.130292,POINT (-118.130292 34.109943)
11086,179,W,Huntington / Fletcher,34.104392,-118.142284,POINT (-118.142284 34.104392)
11086,260,N,Huntington / Fletcher,34.104392,-118.142284,POINT (-118.142284 34.104392)
11087,179,W,Huntington / Fremont,34.104171,-118.152729,POINT (-118.152729 34.104171)
11090,179,W,Huntington / Granada,34.111165,-118.128374,POINT (-118.128374 34.111165)
11092,179,W,Huntington / Kendall,34.098388,-118.155585,POINT (-118.155585 34.098388)
11093,179,W,Huntington / La Presa,34.128924,-118.08493,POINT (-118.08493 34.128924)
11094,179,W,Huntington / Madre,34.129804,-118.079693,POINT (-118.079693 34.129804)
11095,179,W,Huntington / Maple,34.101576,-118.155396,POINT (-118.155396 34.101576)
11096,179,E,Huntington / Marengo,34.103975,-118.146409,POINT (-118.146409 34.103975)
11096,260,S,Huntington / Marengo,34.103975,-118.146409,POINT (-118.146409 34.103975)
11097,78,W,Huntington / Maycrest,34.093046,-118.161509,POINT (-118.161509 34.093046)
11097,179,W,Huntington / Maycrest,34.093046,-118.161509,POINT (-118.161509 34.093046)
11101,179,W,Huntington / San Gabriel,34.127048,-118.091388,POINT (-118.091388 34.127048)
11104,179,W,Huntington / Primrose,34.10436,-118.148867,POINT (-118.148867 34.10436)
11105,78,W,Huntington / Pueblo,34.087849,-118.174824,POINT (-118.174824 34.087849)
11105,179,W,Huntington / Pueblo,34.087849,-118.174824,POINT (-118.174824 34.087849)
11106,179,W,Huntington / Rosemead,34.130608,-118.073459,POINT (-118.073459 34.130608)
11108,179,W,Huntington / San Marino,34.121911,-118.106752,POINT (-118.106752 34.121911)
